Date,Temperature,Humidity,Pressure,WindSpeed,Rainfall
2020-03-28,26.6,64.3,1009.1,13.4,0.0
2020-03-29,25.4,66.9,1014.2,12.8,0.0
2020-03-30,27.1,69.6,1011.0,13.5,12.6
2020-03-31,26.7,63.3,1011.7,13.4,14.2
2020-04-01,28.1,63.1,1014.4,15.4,0.0
2020-04-02,25.7,60.0,1009.1,15.5,5.3
2020-04-03,26.4,60.6,1008.8,14.0,0.0
2020-04-04,26.5,64.0,1010.3,14.7,16.0
2020-04-05,25.0,67.3,1013.4,14.1,0.0
2020-04-06,27.8,70.3,1008.2,12.2,5.1
2020-04-07,27.8,62.1,1005.5,14.7,12.3
2020-04-08,27.6,73.9,1010.2,10.5,9.6
2020-04-09,27.3,65.4,1012.1,15.5,0.0
2020-04-10,25.7,67.0,1013.3,11.0,9.1
2020-04-11,27.3,63.7,1009.9,14.1,21.0
2020-04-12,27.6,55.6,1009.9,11.9,0.0
2020-04-13,27.0,72.4,1012.9,14.7,0.0
2020-04-14,28.1,72.0,1006.8,13.6,0.0
2020-04-15,29.1,67.2,1009.6,10.5,0.0
2020-04-16,31.4,69.3,1010.7,14.6,4.2
2020-04-17,29.0,71.9,1011.1,12.7,12.6
2020-04-18,29.2,61.8,1009.1,15.7,7.5
2020-04-19,28.8,67.2,1010.1,14.0,0.0
2020-04-20,26.2,74.1,1005.0,14.8,16.3
2020-04-21,29.1,64.2,1008.5,12.2,8.0
2020-04-22,29.4,72.2,1010.7,13.0,0.0
2020-04-23,33.1,64.3,1007.7,13.3,19.8
2020-04-24,29.2,73.7,1009.7,16.0,13.9
2020-04-25,30.1,71.4,1010.4,17.7,9.2
2020-04-26,29.7,63.8,1008.7,12.8,11.1
2020-04-27,28.1,78.0,1009.7,16.6,10.5
2020-04-28,31.7,68.8,1007.3,10.1,1.7
2020-04-29,31.2,68.7,1008.8,12.2,11.3
2020-04-30,31.4,74.0,1010.3,12.7,3.0
2020-05-01,28.9,79.0,1009.3,11.9,21.9
2020-05-02,32.5,68.4,1007.8,11.5,3.0
2020-05-03,28.4,74.0,1009.3,15.6,7.2
2020-05-04,31.5,76.1,1010.2,14.4,6.1
2020-05-05,34.0,77.7,1004.6,15.6,27.5
2020-05-06,29.3,75.4,1011.0,16.3,21.3
2020-05-07,30.0,72.9,1007.9,15.5,0.7
2020-05-08,31.1,70.8,1009.4,16.3,0.0
2020-05-09,30.3,75.6,1010.8,14.9,3.6
2020-05-10,28.8,70.0,1005.6,12.7,11.3
2020-05-11,31.3,61.0,1006.9,17.2,16.1
2020-05-12,29.7,78.0,1007.7,14.0,12.0
2020-05-13,32.1,80.5,1006.6,13.3,16.8
2020-05-14,30.1,64.4,1011.6,14.9,8.1
2020-05-15,33.9,71.4,1006.4,13.5,12.3
2020-05-16,30.5,79.7,1006.9,14.5,16.3
2020-05-17,31.2,87.1,1008.4,16.1,0.0
2020-05-18,33.0,77.1,1005.5,16.1,4.7
2020-05-19,30.0,73.5,1007.1,13.6,5.8
2020-05-20,32.3,76.4,1008.4,14.5,9.1
2020-05-21,34.0,84.4,1007.1,17.7,10.1
2020-05-22,29.7,74.5,1007.5,16.5,12.8
2020-05-23,,73.8,1006.6,19.7,5.3
2020-05-24,32.6,75.6,1004.6,18.0,0.0
2020-05-25,33.4,73.4,1008.2,17.9,31.8
2020-05-26,30.5,78.9,1011.0,12.9,6.1
2020-05-27,30.4,86.5,1007.5,17.2,43.6
2020-05-28,33.2,80.2,1007.9,15.6,34.6
2020-05-29,32.9,77.4,1008.8,14.6,10.1
2020-05-30,32.9,77.3,1004.8,16.1,8.9
2020-05-31,33.1,71.1,1010.7,17.7,5.7
2020-06-01,31.6,83.4,1007.7,16.8,18.4
2020-06-02,33.0,78.7,1010.5,14.1,10.6
2020-06-03,33.1,78.3,1005.8,17.3,11.5
2020-06-04,31.7,95.3,1010.8,14.6,4.8
2020-06-05,35.6,80.9,1008.7,16.3,18.8
2020-06-06,33.5,75.7,1008.3,15.3,8.4
2020-06-07,31.0,77.4,1007.6,15.5,3.9
2020-06-08,33.8,85.4,1006.6,17.5,9.5
2020-06-09,31.4,80.3,1009.5,13.9,0.0
2020-06-10,34.1,72.6,1007.4,19.8,24.8
2020-06-11,34.7,84.4,1003.1,12.3,34.3
2020-06-12,31.7,76.5,1004.8,14.8,9.7
2020-06-13,34.4,89.3,1006.7,16.7,20.9
2020-06-14,33.6,85.3,1007.6,17.2,20.5
2020-06-15,34.2,77.7,1006.9,15.8,0.1
2020-06-16,35.8,86.4,1009.4,15.9,5.8
2020-06-17,32.6,80.3,1003.1,16.8,11.0
2020-06-18,31.9,84.3,1007.3,15.5,7.1
2020-06-19,31.7,82.4,1003.4,18.8,5.4
2020-06-20,31.8,75.8,1008.5,17.7,21.4
2020-06-21,32.9,76.8,1006.8,17.7,0.0
2020-06-22,33.5,85.1,1007.8,14.1,12.9
2020-06-23,33.4,78.3,1005.3,15.8,20.2
2020-06-24,34.2,77.9,1009.6,15.4,25.8
2020-06-25,33.0,75.1,1009.1,14.0,3.9
2020-06-26,35.1,82.0,1008.2,16.7,4.2
2020-06-27,32.5,90.1,1006.8,14.9,11.8
2020-06-28,37.0,74.4,1008.2,17.3,1.2
2020-06-29,33.8,79.8,1005.7,13.8,4.4
2020-06-30,31.6,86.7,1008.8,19.4,23.1
2020-07-01,31.2,79.2,1010.4,14.1,15.8
2020-07-02,33.5,81.8,1009.3,16.3,9.1
2020-07-03,32.4,74.1,1005.7,17.5,14.1
2020-07-04,33.8,81.5,1007.9,14.7,16.5
2020-07-05,33.4,78.3,1004.6,17.6,2.7
2020-07-06,32.6,84.1,1008.4,13.4,6.8
2020-07-07,31.4,85.0,1008.2,18.7,25.2
2020-07-08,30.3,91.9,1003.6,15.8,0.0
2020-07-09,31.9,81.8,1005.0,14.6,12.5
2020-07-10,33.8,80.4,1006.8,15.1,9.7
2020-07-11,32.8,79.6,1006.8,17.3,0.0
2020-07-12,30.5,76.7,1005.0,14.5,6.0
2020-07-13,32.6,80.0,1008.3,14.2,13.5
2020-07-14,32.9,76.7,1008.0,15.2,6.9
2020-07-15,30.9,78.9,1007.2,13.3,4.0
2020-07-16,32.4,84.5,1006.1,19.2,4.5
2020-07-17,32.2,72.7,1009.8,14.4,25.5
2020-07-18,30.3,83.3,1011.0,17.2,6.6
2020-07-19,32.5,84.0,1006.8,15.9,22.2
2020-07-20,32.7,76.7,1006.6,13.5,12.6
2020-07-21,33.5,66.5,1008.9,15.4,8.3
2020-07-22,33.3,73.9,1007.2,16.9,5.2
2020-07-23,29.6,83.2,1007.7,15.0,16.1
2020-07-24,30.2,76.4,1009.5,17.7,20.4
2020-07-25,32.3,71.3,1004.3,17.3,0.0
2020-07-26,32.2,73.6,1010.8,17.1,3.0
2020-07-27,32.1,80.1,1008.4,14.3,6.6
2020-07-28,37.1,78.4,1007.5,13.0,7.3
2020-07-29,32.1,74.3,1008.2,13.9,1.3
2020-07-30,32.8,73.4,1008.3,15.4,14.0
2020-07-31,32.5,73.1,1005.0,16.1,0.0
2020-08-01,31.9,70.2,1011.5,10.6,15.1
2020-08-02,30.4,82.7,1008.7,14.9,13.4
2020-08-03,31.9,72.7,1009.6,15.2,7.8
2020-08-04,29.5,80.2,1010.7,14.3,5.0
2020-08-05,30.2,81.5,1006.8,17.4,7.7
2020-08-06,29.7,78.6,1009.9,15.6,12.6
2020-08-07,30.5,71.2,1008.5,17.3,23.6
2020-08-08,33.7,75.1,1010.8,14.2,0.0
2020-08-09,27.3,72.7,1004.9,16.4,10.3
2020-08-10,31.1,68.1,1009.0,17.8,0.0
2020-08-11,27.5,73.9,1008.1,17.1,13.3
2020-08-12,29.1,66.1,1010.3,12.2,24.7
2020-08-13,31.3,77.7,1010.4,13.8,9.2
2020-08-14,29.7,69.2,1008.1,13.6,8.6
2020-08-15,27.9,72.2,1008.2,15.2,0.0
2020-08-16,28.3,72.3,1009.5,15.6,16.5
2020-08-17,30.3,69.3,1008.0,12.4,1.4
2020-08-18,28.0,73.3,1011.6,14.2,22.2
2020-08-19,29.3,67.7,1009.3,10.0,8.3
2020-08-20,29.0,74.1,1004.3,16.8,13.4
2020-08-21,27.8,62.7,1009.4,12.9,17.4
2020-08-22,31.9,69.8,1008.2,13.9,4.5
2020-08-23,29.5,78.5,1007.1,13.1,9.8
2020-08-24,25.4,63.5,1008.0,16.0,8.2
2020-08-25,28.6,64.8,1010.8,8.0,3.5
2020-08-26,27.2,70.4,1013.3,13.5,20.3
2020-08-27,29.3,68.5,1011.4,13.3,0.0
2020-08-28,26.7,69.0,1009.6,12.5,3.4
2020-08-29,27.6,69.4,1011.8,16.8,10.3
2020-08-30,28.4,69.8,1010.1,11.5,2.5
2020-08-31,28.8,71.8,1009.7,14.8,6.9
2020-09-01,25.6,68.0,1008.9,13.9,12.5
2020-09-02,26.7,64.4,1007.8,15.6,2.3
2020-09-03,26.4,68.6,1010.6,11.7,15.7
2020-09-04,26.0,74.4,1011.8,11.5,0.0
2020-09-05,29.5,63.9,1011.4,15.1,0.0
2020-09-06,27.3,59.4,1010.9,13.7,17.3
2020-09-07,24.7,69.5,1009.9,9.7,0.0
2020-09-08,27.8,63.0,1013.1,11.6,0.0
2020-09-09,29.5,52.4,1009.4,13.4,0.0
2020-09-10,27.7,67.2,1013.7,14.3,0.0
2020-09-11,23.8,59.9,1010.2,11.2,0.0
2020-09-12,25.2,61.8,1010.8,6.6,5.9
2020-09-13,27.7,63.6,1009.5,13.4,0.0
2020-09-14,24.6,62.5,1011.5,9.9,0.0
2020-09-15,26.1,64.8,1014.6,8.2,3.5
2020-09-16,26.5,58.7,1013.8,6.5,0.0
2020-09-17,23.8,63.1,1014.8,13.7,7.4
2020-09-18,25.0,58.9,1014.0,12.3,19.3
2020-09-19,20.1,63.5,1010.8,11.5,7.8
2020-09-20,23.3,62.6,1012.5,14.7,0.0
2020-09-21,24.3,54.5,1011.7,13.1,30.3
2020-09-22,22.6,64.2,1016.0,15.0,0.7
2020-09-23,26.8,55.8,1011.1,8.9,11.6
2020-09-24,,62.1,1015.4,11.6,0.0
2020-09-25,23.4,59.6,1015.5,8.3,0.0
2020-09-26,24.2,66.6,1017.4,11.0,6.3
2020-09-27,26.0,56.0,1013.1,10.9,7.8
2020-09-28,21.5,55.0,1015.4,12.6,22.9
2020-09-29,25.3,56.3,1018.6,11.4,0.0
2020-09-30,23.4,54.6,1012.9,12.5,0.0
2020-10-01,21.8,59.7,1011.2,12.6,5.1
2020-10-02,23.9,47.3,1010.6,15.4,0.0
2020-10-03,23.3,49.8,1015.9,10.4,0.0
2020-10-04,22.0,49.4,1010.8,9.1,0.0
2020-10-05,22.9,59.1,1013.9,11.4,0.0
2020-10-06,22.0,62.6,1015.7,9.2,11.0
2020-10-07,22.7,53.2,1015.2,13.7,0.0
2020-10-08,23.4,52.6,1015.8,10.1,0.0
2020-10-09,24.6,53.4,1015.5,9.5,0.0
2020-10-10,20.2,58.6,1017.7,9.6,6.6
2020-10-11,25.2,47.8,1013.4,11.9,0.0
2020-10-12,18.9,53.3,1014.0,10.1,6.8
2020-10-13,21.5,56.7,1013.9,9.1,0.0
2020-10-14,22.5,54.0,1017.2,13.6,0.0
2020-10-15,21.9,52.1,1017.4,8.5,19.7
2020-10-16,20.4,55.9,1016.6,10.2,0.0
2020-10-17,20.9,37.1,1018.2,11.4,0.0
2020-10-18,20.4,53.7,1013.6,6.8,0.0
2020-10-19,20.1,46.7,1019.3,11.0,0.0
2020-10-20,22.1,40.5,1019.1,7.8,0.0
2020-10-21,21.3,51.9,1017.7,11.5,23.3
2020-10-22,19.6,56.0,1019.8,7.9,0.0
2020-10-23,21.9,48.1,1013.0,11.1,0.0
2020-10-24,20.9,53.3,1015.4,11.9,0.0
2020-10-25,21.5,56.3,1015.1,11.4,0.0
2020-10-26,21.1,54.5,1018.1,10.1,0.0
2020-10-27,18.8,55.9,1014.6,9.1,0.0
2020-10-28,19.1,51.1,1018.3,8.3,0.0
2020-10-29,21.0,47.5,1019.6,12.4,0.0
2020-10-30,20.7,38.9,1018.3,8.0,0.0
2020-10-31,19.6,45.4,1017.6,7.3,0.0
2020-11-01,19.7,42.2,1015.1,10.6,0.0
2020-11-02,21.4,57.0,1015.5,7.6,0.0
2020-11-03,18.5,45.0,1019.7,7.3,0.0
2020-11-04,20.1,46.3,1018.9,6.2,0.0
2020-11-05,18.9,48.2,1017.3,8.1,12.2
2020-11-06,18.7,45.4,1016.6,8.9,0.0
2020-11-07,20.6,53.4,1013.5,9.5,8.4
2020-11-08,20.1,41.6,1015.4,10.8,0.0
2020-11-09,20.0,45.5,1021.5,10.0,3.6
2020-11-10,20.7,40.6,1015.2,8.5,0.0
2020-11-11,18.7,37.5,1018.2,8.4,0.0
2020-11-12,19.6,40.8,1019.9,9.8,0.0
2020-11-13,18.0,43.5,1015.4,11.3,0.0
2020-11-14,18.9,41.3,1018.3,8.9,0.0
2020-11-15,18.1,39.8,1019.9,7.7,0.0
2020-11-16,18.4,36.1,1018.1,6.6,0.0
2020-11-17,19.1,42.5,1023.9,5.7,0.0
2020-11-18,16.9,35.2,1014.8,9.9,0.0
2020-11-19,21.2,46.4,1020.3,9.7,0.0
2020-11-20,16.5,42.8,1017.9,9.6,0.0
2020-11-21,16.1,35.0,1019.9,8.2,0.0
2020-11-22,19.6,40.5,1019.3,11.2,0.0
2020-11-23,19.0,38.2,1017.0,7.4,0.0
2020-11-24,18.7,43.4,1018.9,10.3,0.0
2020-11-25,18.6,48.4,1014.8,8.3,0.0
2020-11-26,17.6,32.1,1019.8,7.1,0.0
2020-11-27,16.2,42.0,1019.2,9.5,0.0
2020-11-28,17.6,40.5,,9.1,0.0
2020-11-29,16.4,44.5,1020.8,8.9,0.0
2020-11-30,18.9,42.1,1019.4,8.4,0.0
2020-12-01,17.1,37.2,1019.0,8.1,0.0
2020-12-02,16.1,39.2,1017.0,12.9,0.0
2020-12-03,16.8,36.8,1017.4,10.5,0.0
2020-12-04,17.9,46.0,1021.2,9.6,0.0
2020-12-05,16.4,40.7,1021.7,8.3,0.0
2020-12-06,16.0,50.0,,10.1,0.0
2020-12-07,17.5,40.1,1019.0,9.1,0.0
2020-12-08,17.5,36.8,1017.1,8.1,0.0
2020-12-09,16.4,32.7,1021.3,7.4,0.0
2020-12-10,16.4,31.2,1020.3,7.9,0.0
2020-12-11,17.4,32.3,1022.8,1.7,0.0
2020-12-12,14.9,41.5,1017.2,8.4,0.0
2020-12-13,14.9,42.6,1018.2,7.0,0.0
2020-12-14,15.9,32.2,1019.4,11.2,0.0
2020-12-15,16.7,44.5,1020.3,8.0,0.0
2020-12-16,17.5,37.6,1018.6,5.6,0.0
2020-12-17,19.2,40.7,1017.3,7.9,0.0
2020-12-18,18.3,48.1,1020.8,5.9,0.0
2020-12-19,16.8,44.5,1020.4,8.9,0.0
2020-12-20,17.0,38.7,1017.2,8.6,0.0
2020-12-21,15.5,35.6,1021.7,9.9,0.0
2020-12-22,17.0,29.3,1021.3,6.4,0.0
2020-12-23,16.6,36.5,1019.3,8.1,0.0
2020-12-24,17.5,39.0,1019.1,5.3,0.0
2020-12-25,15.8,35.2,1020.1,9.4,0.0
2020-12-26,17.8,39.5,1017.2,9.1,0.0
2020-12-27,19.4,40.6,1019.0,9.0,0.0
2020-12-28,16.9,39.1,1014.6,8.1,0.0
2020-12-29,17.7,37.1,1020.7,8.9,0.0
2020-12-30,18.2,41.2,1015.8,11.3,0.0
2020-12-31,16.6,42.7,1021.9,7.5,0.0
2021-01-01,17.5,35.0,1018.2,8.4,0.0
2021-01-02,17.2,47.6,1018.4,5.9,0.0
2021-01-03,17.4,40.1,1017.6,6.4,0.0
2021-01-04,16.1,40.8,1018.2,8.3,0.0
2021-01-05,17.3,44.3,1021.6,10.4,0.0
2021-01-06,18.1,42.0,1013.8,7.7,0.0
2021-01-07,19.6,45.7,1021.3,7.7,0.0
2021-01-08,18.9,42.5,1019.3,7.4,0.0
2021-01-09,20.7,38.1,1016.2,7.2,0.0
2021-01-10,16.4,43.1,1016.5,8.9,0.0
2021-01-11,18.9,35.7,1021.9,5.3,0.0
2021-01-12,17.9,42.1,1016.6,10.9,0.0
2021-01-13,21.0,41.6,1016.2,7.0,6.6
2021-01-14,16.5,40.8,1020.7,9.8,0.0
2021-01-15,16.5,41.4,1019.1,5.9,0.0
2021-01-16,17.0,32.8,1016.5,9.8,0.0
2021-01-17,14.7,39.6,1018.7,9.8,0.0
2021-01-18,17.2,42.9,1016.2,9.3,0.0
2021-01-19,16.9,43.5,1020.4,6.5,0.0
2021-01-20,18.4,37.7,1020.3,9.1,0.0
2021-01-21,18.7,49.3,1019.2,6.2,0.0
2021-01-22,21.1,38.9,1018.8,8.1,0.0
2021-01-23,19.8,48.2,1021.5,10.7,0.0
2021-01-24,17.6,45.7,1017.9,10.3,0.0
2021-01-25,17.2,40.5,1015.5,8.8,5.2
2021-01-26,19.3,52.8,1018.7,6.8,0.0
2021-01-27,16.7,38.2,1021.9,10.1,0.0
2021-01-28,21.5,49.0,1015.7,8.9,0.0
2021-01-29,20.6,49.6,1016.9,4.3,0.0
2021-01-30,18.2,41.5,1018.4,10.5,0.0
2021-01-31,16.5,52.0,1017.4,9.0,8.2
2021-02-01,21.1,44.0,1015.4,11.5,0.0
2021-02-02,19.0,47.0,1019.6,6.9,0.0
2021-02-03,21.2,47.1,1021.9,2.8,0.0
2021-02-04,17.0,45.3,1017.6,9.8,0.0
2021-02-05,18.6,50.3,1015.3,9.8,0.0
2021-02-06,19.6,50.5,1013.9,5.9,0.0
2021-02-07,19.8,38.0,1017.5,7.4,0.0
2021-02-08,19.1,53.5,1019.1,14.9,0.0
2021-02-09,20.9,39.0,1017.8,8.8,0.0
2021-02-10,18.4,52.7,1016.7,11.0,0.0
2021-02-11,19.9,53.5,1015.5,8.3,0.0
2021-02-12,20.4,42.7,1014.4,5.4,0.0
2021-02-13,21.1,46.3,1018.2,9.3,0.0
2021-02-14,21.5,43.1,1018.2,9.2,0.0
2021-02-15,18.9,47.9,1013.2,9.0,4.9
2021-02-16,18.4,47.7,1019.4,9.6,16.8
2021-02-17,22.7,53.4,1017.3,10.4,0.0
2021-02-18,21.4,56.4,1018.9,9.7,0.0
2021-02-19,19.9,57.1,1013.3,7.5,0.0
2021-02-20,23.5,47.6,1013.1,11.1,0.0
2021-02-21,21.5,49.7,1015.5,6.2,0.0
2021-02-22,23.2,42.6,1016.7,6.1,0.0
2021-02-23,21.6,47.3,1019.2,11.7,16.6
2021-02-24,24.8,56.5,1016.9,11.3,26.2
2021-02-25,24.4,60.0,1014.9,10.3,0.0
2021-02-26,21.5,46.1,1013.3,7.7,0.0
2021-02-27,23.5,49.6,1017.7,9.1,0.0
2021-02-28,23.1,52.8,1013.2,10.1,0.0
2021-03-01,24.4,54.7,1018.3,7.5,0.0
2021-03-02,21.0,49.5,1014.4,9.2,0.0
2021-03-03,23.6,56.0,1018.0,12.1,4.0
2021-03-04,24.3,51.9,1016.1,13.7,0.0
2021-03-05,20.2,54.5,1014.4,10.1,0.0
2021-03-06,21.2,57.6,1013.5,12.5,0.0
2021-03-07,20.0,55.3,1013.8,7.2,0.0
2021-03-08,22.8,53.4,1015.2,12.4,0.0
2021-03-09,24.4,55.3,1014.4,9.6,21.5
2021-03-10,25.7,55.8,1012.9,11.9,0.0
2021-03-11,23.7,54.7,1013.7,10.8,0.0
2021-03-12,26.2,55.6,1014.1,14.0,0.0
2021-03-13,21.8,65.2,1009.6,9.7,0.0
2021-03-14,21.5,60.4,1014.6,12.8,11.2
2021-03-15,24.1,56.5,1011.7,11.0,0.0
2021-03-16,24.9,61.8,1011.2,11.3,5.0
2021-03-17,24.4,57.0,1010.0,11.4,0.0
2021-03-18,21.5,64.8,1009.7,10.1,0.0
2021-03-19,24.6,61.2,1010.5,11.8,0.0
2021-03-20,22.9,59.1,1011.7,11.8,0.0
2021-03-21,26.0,62.2,1016.9,12.5,8.7
2021-03-22,25.7,52.5,1011.8,12.2,10.9
2021-03-23,23.9,55.1,1013.1,13.7,0.0
2021-03-24,24.6,55.1,1013.5,14.1,0.0
2021-03-25,24.0,62.1,1012.8,10.2,0.0
2021-03-26,25.6,70.4,1012.3,14.1,6.6
2021-03-27,27.3,73.2,1010.0,10.0,12.4
2021-03-28,24.5,65.6,1015.2,13.7,9.6
2021-03-29,26.9,65.2,1015.8,13.8,8.4
2021-03-30,25.4,54.1,1008.7,8.8,0.0
2021-03-31,25.2,60.7,1009.9,12.9,0.0
2021-04-01,26.3,59.8,1011.3,11.8,0.0
2021-04-02,25.1,61.0,1009.8,11.3,0.0
2021-04-03,25.9,63.6,1012.7,15.6,16.5
2021-04-04,25.1,62.4,1010.1,11.6,0.0
2021-04-05,30.0,55.2,1015.8,11.4,0.0
2021-04-06,27.2,69.2,1013.7,13.2,6.9
2021-04-07,26.3,60.4,1011.7,14.5,28.1
2021-04-08,27.8,67.3,1013.2,12.9,26.2
2021-04-09,27.4,76.8,1013.3,15.6,0.0
2021-04-10,27.4,62.2,1009.8,14.4,7.7
2021-04-11,28.8,54.4,1009.2,9.1,13.1
2021-04-12,29.1,66.0,1010.9,12.4,0.0
2021-04-13,27.3,73.2,1012.4,12.4,4.1
2021-04-14,27.3,77.8,1010.9,14.6,4.7
2021-04-15,27.9,62.2,1007.3,8.4,0.0
2021-04-16,25.0,71.1,1008.8,18.8,2.6
2021-04-17,26.3,66.6,1010.2,14.9,5.8
2021-04-18,30.8,68.7,1010.1,14.2,18.3
2021-04-19,31.3,82.8,1014.1,16.3,17.7
2021-04-20,28.6,62.4,1007.3,18.7,27.1
2021-04-21,29.9,71.4,1011.0,15.8,33.2
2021-04-22,29.7,72.8,1012.8,16.0,0.0
2021-04-23,33.9,76.2,1014.3,14.4,7.5
2021-04-24,31.1,71.5,1008.9,13.9,0.0
2021-04-25,29.3,72.9,1010.6,13.3,13.4
2021-04-26,28.2,69.7,1010.7,12.7,2.9
2021-04-27,27.3,73.2,1009.8,13.0,8.3
2021-04-28,30.2,70.5,1009.2,11.7,11.1
2021-04-29,28.8,75.5,1010.1,14.3,14.2
2021-04-30,28.0,70.9,1004.1,11.2,15.2
2021-05-01,29.2,74.9,1010.5,15.0,8.1
2021-05-02,28.7,73.1,1009.3,14.6,3.3
2021-05-03,32.9,79.1,1008.5,15.0,4.0
2021-05-04,31.8,73.5,1013.0,13.7,0.0
2021-05-05,30.6,65.1,1007.5,21.0,6.3
2021-05-06,32.9,80.5,1007.9,17.6,2.8
2021-05-07,30.9,69.9,1012.6,12.4,6.7
2021-05-08,29.6,71.4,1006.9,15.4,0.0
2021-05-09,33.3,72.0,1007.4,13.8,3.4
2021-05-10,31.9,82.0,1008.2,13.0,10.7
2021-05-11,29.6,64.7,1010.1,12.4,8.0
2021-05-12,31.0,91.3,1008.7,16.0,12.8
